ticker,company_name,industry_group,sector_detail,company_type
ISG,Công ty Cổ phần Vận tải biển và Hợp tác lao động Quốc Tế,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT
HAP,Công ty Cổ phần Tập Đoàn Hapaco,Tài nguyên Cơ bản,Sản xuất giấy,CT
KMT,Công ty Cổ phần Kim khí Miền Trung,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
KSV,Tổng Công ty Khoáng sản TKV - Công ty Cổ phần,Tài nguyên Cơ bản,Khai khoáng,CT
KTT,Công ty Cổ phần Tập đoàn Đầu tư KTT,Xây dựng và Vật liệu,Xây dựng,CT
IN4,Công ty Cổ phần In số 4,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT
HNF,Công ty Cổ phần Thực phẩm Hữu Nghị,Thực phẩm và đồ uống,Thực phẩm,CT
VPB,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng,Ngân hàng,NH
MBB,Ngân hàng Thương mại Cổ phần Quân đội,Ngân hàng,Ngân hàng,NH
MCF,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT
HC1,Công ty Cổ phần Xây dựng số 1 Hà Nội,Xây dựng và Vật liệu,Xây dựng,CT
MNB,Tổng Công ty May Nhà Bè - Công ty Cổ phần,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
VPI,Công ty Cổ phần Phát triển Bất động sản Văn Phú,Bất động sản,Bất động sản,CT
PGD,Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
NTF,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,Y tế,Dược phẩm,CT
VDN,Công ty Cổ phần Vinatex Đà Nẵng,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
PTL,Công ty Cổ phần Victory Group,Bất động sản,Bất động sản,CT
MDG,Công ty Cổ phần Miền Đông,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
CLH,Công ty Cổ phần Xi măng La Hiên VVMI,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
DPC,Công ty Cổ phần Nhựa Đà Nẵng,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT
VTE,Công ty Cổ phần VINACAP Kim Long,Công nghệ Thông tin,Thiết bị viễn thông,CT
CHS,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh,"Điện, nước & xăng dầu khí đốt",Tiện ích khác,CT
SC5,Công ty Cổ phần Xây dựng số 5,Xây dựng và Vật liệu,Xây dựng,CT
SCJ,Công ty Cổ phần Xi măng Sài Sơn,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
XLV,Công ty Cổ phần Xây lắp và Dịch vụ Sông Đà,Xây dựng và Vật liệu,Xây dựng,CT
SHA,Công ty Cổ phần Sơn Hà Sài Gòn,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
WSS,Công ty Cổ phần Chứng khoán Phố Wall,Dịch vụ tài chính,Môi giới chứng khoán,CK
NSG,Công ty Cổ phần Nhựa Sài Gòn,Hóa chất,"Nhựa, cao su & sợi",CT
TKA,Công ty Cổ phần Bao bì Tân Khánh An,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT
TCB,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,Ngân hàng,Ngân hàng,NH
TCL,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
TDM,Công ty Cổ phần Nước Thủ Dầu Một,"Điện, nước & xăng dầu khí đốt",Nước,CT
NTH,Công ty Cổ phần Thủy điện Nước Trong,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
TCH,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,Bất động sản,Bất động sản,CT
ONW,Công ty Cổ phần Dịch vụ Một Thế giới,Du lịch và Giải trí,Dịch vụ giải trí,CT
PNP,Công ty Cổ phần Tân Cảng – Phú Hữu,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT
PTH,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
TQN,Công ty Cổ phần Thông Quảng Ninh,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT
TLG,Công ty Cổ phần Tập đoàn Thiên Long,Hàng cá nhân & Gia dụng,Đồ gia dụng một lần,CT
TNA,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
TOP,Công ty Cổ phần Phân phối Top One,Bán lẻ,Bán lẻ phức hợp,CT
TR1,Công ty Cổ phần Vận Tải 1 Traco,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
VHF,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,Thực phẩm và đồ uống,Thực phẩm,CT
QNP,Công ty Cổ phần Cảng Quy Nhơn,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
VCE,Công ty Cổ phần Xây lắp Môi trường,Xây dựng và Vật liệu,Xây dựng,CT
RIC,Công ty Cổ phần Quốc Tế Hoàng Gia,Du lịch và Giải trí,Dịch vụ giải trí,CT
BSH,Công ty Cổ phần Bia Sài Gòn - Hà Nội,Thực phẩm và đồ uống,Sản xuất bia,CT
VSF,Tổng Công ty Lương thực Miền Nam - Công ty Cổ phần,Thực phẩm và đồ uống,Thực phẩm,CT
A32,Công ty Cổ phần 32,Hàng cá nhân & Gia dụng,Giầy dép,CT
ASG,Công ty Cổ phần Tập đoàn ASG,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
ATS,Công ty Cổ phần Tập đoàn Đầu tư ATS,Du lịch và Giải trí,Nhà hàng và quán bar,CT
BSP,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Thực phẩm và đồ uống,Sản xuất bia,CT
BTV,Công ty Cổ phần Dịch vụ Du lịch Bến Thành,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT
ATG,Công ty Cổ phần ATG Planet,Tài nguyên Cơ bản,Khai khoáng,CT
DAN,Công ty Cổ phần Dược Danapha,Y tế,Dược phẩm,CT
TCK,Tổng Công ty Cơ khí Xây dựng - CTCP,Xây dựng và Vật liệu,Xây dựng,CT
HKT,Công ty Cổ phần Đầu tư QP Xanh,Thực phẩm và đồ uống,Đồ uống & giải khát,CT
ABI,Công ty Cổ phần Bảo hiểm Ngân hàng Nông Nghiệp,Bảo hiểm,Bảo hiểm phi nhân thọ,BH
ILA,Công ty Cổ phần ILA,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
DDM,Công ty Cổ phần Hàng hải Đông Đô,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
CCL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,Bất động sản,Bất động sản,CT
DIC,Công ty Cổ phần Đầu tư và Thương mại DIC,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
BNA,Công ty Cổ phần Tập đoàn Đầu tư Bảo Ngọc,Thực phẩm và đồ uống,Thực phẩm,CT
DMN,Công ty Cổ phần Domenal,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
DSN,Công ty Cổ phần Công viên nước Đầm Sen,Du lịch và Giải trí,Dịch vụ giải trí,CT
BTP,Công ty Cổ phần Nhiệt điện Bà Rịa,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
BGE,Công ty Cổ phần BCG Energy,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
APG,Công ty Cổ phần Chứng khoán APG,Dịch vụ tài chính,Môi giới chứng khoán,CK
TOS,Công ty Cổ phần Dịch vụ biển Tân Cảng,Dầu khí,Thiết bị và Dịch vụ Dầu khí,CT
TW3,Công ty Cổ phần Dược Trung Ương 3,Y tế,Dược phẩm,CT
HUB,Công ty Cổ phần Xây lắp Thừa Thiên Huế,Xây dựng và Vật liệu,Xây dựng,CT
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
HEP,Công ty Cổ phần Môi trường và Công trình đô thị Huế,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
CHC,Công ty Cổ phần Cẩm Hà,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
VC7,Công ty Cổ phần Tập đoàn BGI,Xây dựng và Vật liệu,Xây dựng,CT
VC9,Công ty Cổ phần Xây dựng số 9 - VC9,Xây dựng và Vật liệu,Xây dựng,CT
NAU,Công ty Cổ phần Môi trường và Công trình Đô thị Nghệ An,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
PPT,Công ty cổ phần Petro Times,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
TTE,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
BIO,Công ty Cổ phần Vắc xin và Sinh phẩm Nha Trang,Y tế,Dược phẩm,CT
NCS,Công ty Cổ phần Suất ăn Hàng không Nội Bài,Thực phẩm và đồ uống,Thực phẩm,CT
CT3,Công ty Cổ phần Đầu tư và Xây dựng công trình 3,Xây dựng và Vật liệu,Xây dựng,CT
DAC,Công ty Cổ phần 382 Đông Anh,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
GIC,Công ty Cổ phần VSC Green Logistics,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
BTG,Công ty Cổ phần Bao bì Tiền Giang,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT
EMG,Công ty Cổ phần Thiết bị Phụ tùng Cơ điện,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT
CDP,Công ty Cổ phần Dược phẩm Trung ương Codupha,Y tế,Dược phẩm,CT
HAS,Công ty Cổ phần Hacisco,Xây dựng và Vật liệu,Xây dựng,CT
DC2,Công ty Cổ phần Đầu tư Phát triển - Xây dựng (DIC) số 2,Xây dựng và Vật liệu,Xây dựng,CT
HES,Công ty Cổ phần Dịch vụ Giải trí Hà Nội,Du lịch và Giải trí,Dịch vụ giải trí,CT
HDC,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu,Bất động sản,Bất động sản,CT
HDG,Công ty Cổ phần Tập đoàn Hà Đô,Bất động sản,Bất động sản,CT
VIW,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng,CT
FTM,Công ty Cổ phần Đầu tư và Phát triển Đức Quân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
HNM,Công ty Cổ phần Sữa Hà Nội,Thực phẩm và đồ uống,Thực phẩm,CT
KSD,Công ty Cổ phần Đầu tư DNA,Hàng cá nhân & Gia dụng,Đồ gia dụng lâu bền,CT
HTT,Công ty Cổ phần Thương mại Hà Tây,Bán lẻ,Bán lẻ phức hợp,CT
HDP,Công ty Cổ phần Dược Hà Tĩnh,Y tế,Dược phẩm,CT
DDG,Công ty Cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
ITC,Công ty Cổ phần Đầu tư - Kinh doanh nhà,Bất động sản,Bất động sản,CT
HGM,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang,Tài nguyên Cơ bản,Khai khoáng,CT
GMC,Công ty Cổ phần Garmex Sài Gòn,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
MAC,Công ty Cổ phần Tập đoàn Macstar,Hàng & Dịch vụ Công nghiệp,Xe tải & Đóng tàu,CT
MAS,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT
VQC,Công ty Cổ phần Giám định Vinaconmin,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT
MEC,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,Xây dựng và Vật liệu,Xây dựng,CT
MIC,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,Tài nguyên Cơ bản,Khai khoáng,CT
MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT
UCT,Công ty Cổ phần Đô thị Cần Thơ,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
PRC,Công ty Cổ phần Logistics Portserco,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
PMP,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT
PMT,Công ty Cổ phần Viễn thông Telvina Việt Nam,Công nghệ Thông tin,Thiết bị viễn thông,CT
KIP,Công ty Cổ phần K.I.P Việt Nam,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT
SBA,Công ty Cổ phần Sông Ba,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
FCC,Công ty Cổ phần Liên hợp Thực phẩm,Bất động sản,Bất động sản,CT
SD5,Công ty Cổ phần Sông Đà 5,Xây dựng và Vật liệu,Xây dựng,CT
SD6,Công ty Cổ phần Sông Đà 6,Xây dựng và Vật liệu,Xây dựng,CT
VAV,Công ty Cổ phần VIWACO,"Điện, nước & xăng dầu khí đốt",Nước,CT
SEA,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
SFC,Công ty Cổ phần Nhiên liệu Sài Gòn,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
SZC,Công ty Cổ phần Sonadezi Châu Đức,Bất động sản,Bất động sản,CT
SIG,Công ty Cổ phần Đầu tư và Thương mại Sông Đà,Xây dựng và Vật liệu,Xây dựng,CT
SGR,Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn,Bất động sản,Bất động sản,CT
SLS,Công ty Cổ phần Mía đường Sơn La,Thực phẩm và đồ uống,Thực phẩm,CT
SPB,Công ty Cổ phần Sợi Phú Bài,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
SRC,Công ty Cổ phần Cao su Sao Vàng,Ô tô và phụ tùng,Lốp xe,CT
TSG,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,Hàng & Dịch vụ Công nghiệp,Đường sắt,CT
SVH,Công ty Cổ phần Thủy điện Sông Vàng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
TCW,Công ty Cổ phần Kho Vận Tân Cảng,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
TDS,Công ty Cổ phần Thép Thủ Đức - VNSTEEL,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,Bất động sản,Bất động sản,CT
CSI,Công ty Cổ phần Chứng khoán Kiến thiết Việt Nam,Dịch vụ tài chính,Môi giới chứng khoán,CK
DNA,Công ty Cổ phần Điện nước An Giang,"Điện, nước & xăng dầu khí đốt",Nước,CT
PTC,Công ty Cổ phần Đầu tư ICAPITAL,Xây dựng và Vật liệu,Xây dựng,CT
SRF,Công ty Cổ phần Searefico,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT
HPX,Công ty Cổ phần Đầu tư Hải Phát,Bất động sản,Bất động sản,CT
VVS,Công ty Cổ phần Đầu tư Phát triển Máy Việt Nam,Ô tô và phụ tùng,Sản xuất ô tô,CT
BVN,Công ty Cổ phần Bông Việt Nam,Hàng cá nhân & Gia dụng,Hàng cá nhân,CT
LBE,Công ty Cổ phần Thương mại và Dịch vụ LVA,Hàng cá nhân & Gia dụng,Hàng cá nhân,CT
VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT
TBR,Công ty Cổ phần Địa ốc Tân Bình,Bất động sản,Bất động sản,CT
VXT,Công ty Cổ phần Kho vận và dịch vụ thương mại,Hàng & Dịch vụ Công nghiệp,Nhà cung cấp thiết bị,CT
DFC,Công ty Cổ phần Xích líp Đông Anh,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
AGR,Công ty Cổ phần Chứng khoán AGRIBANK,Dịch vụ tài chính,Môi giới chứng khoán,CK
APP,Công ty Cổ phần Phát triển Phụ gia và Sản phẩm dầu mỏ,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
BHG,Công ty Cổ phần Chè Biển Hồ,Thực phẩm và đồ uống,Đồ uống & giải khát,CT
AAA,Công ty Cổ phần Nhựa An Phát Xanh,Hóa chất,"Nhựa, cao su & sợi",CT
NBP,Công ty Cổ phần Nhiệt Điện Ninh Bình,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
GTS,Công ty Cổ phần Công trình Giao thông Sài Gòn,Xây dựng và Vật liệu,Xây dựng,CT
AMC,Công ty Cổ phần Khoáng sản Á Châu,Tài nguyên Cơ bản,Khai khoáng,CT
KCB,Công ty Cổ phần Khoáng Sản và Luyện Kim Cao Bằng,Tài nguyên Cơ bản,Khai khoáng,CT
DCL,Công ty Cổ phần Dược phẩm Cửu Long,Y tế,Dược phẩm,CT
THW,Công ty Cổ phần Cấp nước Tân Hòa,"Điện, nước & xăng dầu khí đốt",Nước,CT
BSD,"Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân",Thực phẩm và đồ uống,Sản xuất bia,CT
BBS,Công ty Cổ phần VICEM Bao bì Bút Sơn,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT
DHB,Công ty Cổ phần Phân đạm và Hóa chất Hà Bắc,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
ICN,Công ty Cổ phần Đầu tư Xây dựng Dầu khí IDICO,Xây dựng và Vật liệu,Xây dựng,CT
CRE,Công ty Cổ phần Bất động sản Thế Kỷ,Bất động sản,Bất động sản,CT
BFC,Công ty Cổ phần Phân bón Bình Điền,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
TNH,Công ty Cổ phần Tập đoàn Bệnh viện TNH,Y tế,Chăm sóc y tế,CT
BDW,Công ty Cổ phần Cấp thoát nước Bình Định,"Điện, nước & xăng dầu khí đốt",Nước,CT
BEL,Công ty Cổ phần Điện tử Biên Hòa,Hàng cá nhân & Gia dụng,Điện tử tiêu dùng,CT
GND,Công ty Cổ phần Gạch ngói Đồng Nai,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
CLC,Công ty Cổ phần Cát Lợi,Hàng cá nhân & Gia dụng,Thuốc lá,CT
CH5,Công ty Cổ phần Xây dựng số 5 Hà Nội,Xây dựng và Vật liệu,Xây dựng,CT
FIT,Công ty Cổ phần Tập đoàn F.I.T,Y tế,Dược phẩm,CT
NO1,Công ty Cổ phần Tâp đoàn 911,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT
AGM,Công ty Cổ phần Xuất nhập khẩu An Giang,Thực phẩm và đồ uống,Thực phẩm,CT
DSG,Công ty Cổ phần Kính Đáp Cầu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT
VCC,Công ty Cổ phần Vinaconex 25,Xây dựng và Vật liệu,Xây dựng,CT
MGR,Công ty cổ phần Tập đoàn MGROUP,Bất động sản,Bất động sản,CT
DRH,Công ty Cổ phần DRH Holdings,Bất động sản,Bất động sản,CT
CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,Công nghệ Thông tin,Dịch vụ Máy tính,CT
TRV,Công ty Cổ Phần Vận tải Đường sắt,Hàng & Dịch vụ Công nghiệp,Đường sắt,CT
VIC,Tập đoàn Vingroup - Công ty CP,Bất động sản,Bất động sản,CT
HLT,Công ty Cổ phần Dệt may Hoàng Thị Loan,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
L43,Công ty Cổ phần Lilama 45.3,Xây dựng và Vật liệu,Xây dựng,CT
HWS,Công ty Cổ phần Cấp nước Huế,"Điện, nước & xăng dầu khí đốt",Nước,CT
DDH,Công ty Cổ phần Đảm bảo giao thông đường thủy Hải Phòng,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
VIF,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT
SBG,Công ty Cổ Phần Tập Đoàn Cơ Khí Công Nghệ Cao Siba,Hàng & Dịch vụ Công nghiệp,Công nghiệp phức hợp,CT
LPB,Ngân hàng Thương mại Cổ phần Lộc Phát Việt Nam,Ngân hàng,Ngân hàng,NH
HAD,Công ty Cổ phần Bia Hà Nội - Hải Dương,Thực phẩm và đồ uống,Sản xuất bia,CT
ALV,Công ty Cổ phần Tập đoàn MCST,Xây dựng và Vật liệu,Xây dựng,CT
HCT,Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
HOM,Công ty Cổ phần Xi măng VICEM Hoàng Mai,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
HNA,Công ty Cổ phần Thủy điện Hủa Na,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,Bất động sản,Bất động sản,CT
HOT,Công ty Cổ phần Du lịch - Dịch vụ Hội An,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT
MES,Công ty Cổ phần Cơ điện Công trình,Xây dựng và Vật liệu,Xây dựng,CT
HTL,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,Ô tô và phụ tùng,Sản xuất ô tô,CT
ITD,Công ty Cổ phần Công nghệ ITD,Công nghệ Thông tin,Phần mềm,CT
DHA,Công ty Cổ phần Hóa An,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
PGN,Công ty Cổ phần Phụ Gia Nhựa,Hóa chất,"Nhựa, cao su & sợi",CT
KOS,Công ty Cổ phần KOSY,Bất động sản,Bất động sản,CT
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Dầu khí,Thiết bị và Dịch vụ Dầu khí,CT
LM7,Công ty Cổ phần Lilama 7,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT
MCC,Công ty Cổ phần Gạch ngói cao cấp,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
PMB,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
NST,Công ty Cổ phần Ngân Sơn,Hàng cá nhân & Gia dụng,Thuốc lá,CT
VGI,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel,Viễn thông,Viễn thông di động,CT
WSB,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Thực phẩm và đồ uống,Sản xuất bia,CT
TSB,Công ty Cổ phần Ắc quy Tia Sáng,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT
GKM,Công ty Cổ phần GKM Holdings,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
TRT,Công ty Cổ phần RedstarCera,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
TV1,Công ty Cổ phần Tư vấn Xây dựng Điện 1,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT
UDJ,Công ty Cổ phần Phát triển Đô thị,Xây dựng và Vật liệu,Xây dựng,CT
LBM,Công ty Cổ phần Khoáng sản và Vật liệu xây dựng Lâm Đồng,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
PDV,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT
PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
OIL,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,Dầu khí,Sản xuất và Khai thác dầu khí,CT
PTO,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,Xây dựng và Vật liệu,Xây dựng,CT
PMC,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,Y tế,Dược phẩm,CT
SBS,Công ty Cổ phần Chứng khoán SBS,Dịch vụ tài chính,Môi giới chứng khoán,CK
SMC,Công ty Cổ phần Đầu tư Thương mại SMC,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
SED,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Phương Nam,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT
SBR,Công ty Cổ phần Cao su Sông Bé,Hóa chất,"Nhựa, cao su & sợi",CT
SJF,Công ty Cổ phần Đầu tư Sao Thái Dương,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT
SMT,Công ty Cổ phần SAMETEL,Công nghệ Thông tin,Thiết bị viễn thông,CT
SSN,Công ty Cổ phần Xuất nhập khẩu Thủy sản Sài Gòn,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
TTD,Công ty Cổ phần Bệnh viện Tim Tâm Đức,Y tế,Chăm sóc y tế,CT
NAP,Công ty Cổ phần Cảng Nghệ Tĩnh,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
NED,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,Xây dựng và Vật liệu,Xây dựng,CT
NTW,Công ty Cổ phần Cấp nước Nhơn Trạch,"Điện, nước & xăng dầu khí đốt",Nước,CT
OCH,Công ty Cổ phần One Capital Hospitality,Thực phẩm và đồ uống,Thực phẩm,CT
ONE,Công ty Cổ phần Công nghệ ONE,Công nghệ Thông tin,Phần cứng,CT
POB,Công ty Cổ phần Xăng dầu Dầu khí Hưng Yên,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
PXI,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,Xây dựng và Vật liệu,Xây dựng,CT
PWS,Công ty Cổ phần Cấp thoát nước Phú Yên,"Điện, nước & xăng dầu khí đốt",Nước,CT
SBH,Công ty Cổ phần Thủy điện Sông Ba Hạ,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
SCL,Công ty Cổ phần Sông Đà Cao Cường,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
